ROWID,AU,TI,SO,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,1stScreen.result,1stScreen.note,1stScreen.CheckedBy,2ndScreen,2ndScreen.Checker,2ndScreen.Notes,DataColl.Notes,Collector
10821,"NELSON, CD; KUBISIAK, TL; STINE, M; NANCE, WL",A GENETIC-LINKAGE MAP OF LONGLEAF PINE (PINUS-PALUSTRIS MILL) BASED ON RANDOM AMPLIFIED POLYMORPHIC DNAS,JOURNAL OF HEREDITY,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10824,"SVENSSON, L; PERSSON, H",QUANTITATIVE GENETICS OF STAMEN NUMBER IN THE SELFING SCLERANTHUS-ANNUUS (CARYOPHYLLACEAE),AMERICAN JOURNAL OF BOTANY,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10825,"NUSBAUM, TJ; ROSE, MR",AGING IN DROSOPHILA,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-PHYSIOLOGY,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10826,"DUDEK, BC; TRITTO, T",BIOMETRICAL GENETIC-ANALYSIS OF ETHANOLS PSYCHOMOTOR STIMULANT EFFECT,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10827,"SLATKIN, M; LANDE, R",SEGREGATION VARIANCE AFTER HYBRIDIZATION OF ISOLATED POPULATIONS,GENETICAL RESEARCH,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,great paper,KT,,,,,
10828,"SHAW, RG; WASER, NM",QUANTITATIVE GENETIC INTERPRETATIONS OF POSTPOLLINATION REPRODUCTIVE TRAITS IN PLANTS,AMERICAN NATURALIST,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10831,"GIMELFARB, A; LANDE, R",SIMULATION OF MARKER ASSISTED SELECTION IN HYBRID POPULATIONS,GENETICAL RESEARCH,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10833,"CHEVALET, C",AN APPROXIMATE THEORY OF SELECTION ASSUMING A FINITE NUMBER OF QUANTITATIVE TRAIT LOCI,GENETICS SELECTION EVOLUTION,1994,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10834,"CONNOR, A; WEISS, KM; WEEKS, SC",EVOLUTIONARY MODELS OF QUANTITATIVE DISEASE RISK-FACTORS,HUMAN BIOLOGY,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10835,"LO, LL; FERNANDO, RL; GROSSMAN, M",COVARIANCE BETWEEN RELATIVES IN MULTIBREED POPULATIONS - ADDITIVE-MODEL,THEORETICAL AND APPLIED GENETICS,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10836,"OLLIVIER, L; JANSS, LLG",A NOTE ON THE ESTIMATION OF THE EFFECTIVE NUMBER OF ADDITIVE AND DOMINANT LOCI CONTRIBUTING TO QUANTITATIVE VARIATION,GENETICS,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10837,"HARD, JJ; BRADSHAW, WE; HOLZAPFEL, CM","THE GENETIC-BASIS OF PHOTOPERIODISM AND ITS EVOLUTIONARY DIVERGENCE AMONG POPULATIONS OF THE PITCHER-PLANT MOSQUITO, WYEOMYIA-SMITHII",AMERICAN NATURALIST,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,other studies are better; this one just has effects of particular backgrounds,KT,,,,,
10838,"CHAPIN, FS; AUTUMN, K; PUGNAIRE, F",EVOLUTION OF SUITES OF TRAITS IN RESPONSE TO ENVIRONMENTAL-STRESS,AMERICAN NATURALIST,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10841,"DUDEK, BC; UNDERWOOD, KA","SELECTIVE BREEDING, CONGENIC STRAINS, AND OTHER CLASSICAL GENETIC APPROACHES TO THE ANALYSIS OF ALCOHOL-RELATED POLYGENIC PLEIOTROPISMS",BEHAVIOR GENETICS,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10843,"TANKSLEY, SD",MAPPING POLYGENES,ANNUAL REVIEW OF GENETICS,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10844,"LUCKINBILL, LS",PROSPECTIVE AND RETROSPECTIVE TESTS OF EVOLUTIONARY-THEORIES OF SENESCENCE,ARCHIVES OF GERONTOLOGY AND GERIATRICS,1993,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10849,"ZENG, ZB",CORRECTING THE BIAS OF WRIGHT ESTIMATES OF THE NUMBER OF GENES AFFECTING A QUANTITATIVE CHARACTER - A FURTHER IMPROVED METHOD,GENETICS,1992,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10852,"GOLDSTEIN, DB; HOLSINGER, KE",MAINTENANCE OF POLYGENIC VARIATION IN SPATIALLY STRUCTURED POPULATIONS - ROLES FOR LOCAL MATING AND GENETIC REDUNDANCY,EVOLUTION,1992,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10854,"WEBER, KE",HOW SMALL ARE THE SMALLEST SELECTABLE DOMAINS OF FORM,GENETICS,1992,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10855,"MCSHEA, DW",A METRIC FOR THE STUDY OF EVOLUTIONARY TRENDS IN THE COMPLEXITY OF SERIAL STRUCTURES,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,1992,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10857,"LYNCH, M; GABRIEL, W; WOOD, AM",ADAPTIVE AND DEMOGRAPHIC RESPONSES OF PLANKTON POPULATIONS TO ENVIRONMENTAL-CHANGE,LIMNOLOGY AND OCEANOGRAPHY,1991,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10858,"HUPPOP, K; WILKENS, H","BIGGER EGGS IN SUBTERRANEAN ASTYANAX-FASCIATUS (CHARACIDAE, PISCES) - THEIR SIGNIFICANCE AND GENETICS",ZEITSCHRIFT FUR ZOOLOGISCHE SYSTEMATIK UND EVOLUTIONSFORSCHUNG,1991,,,,,,,,,,,,,,,,,,,,,,,,no.data,no crosses,KT,,,,,
10860,"LANDE, R",ISOLATION BY DISTANCE IN A QUANTITATIVE TRAIT,GENETICS,1991,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10873,"VOSS, RS; MARCUS, LF; ESCALANTE, PP",MORPHOLOGICAL EVOLUTION IN MUROID RODENTS .1. CONSERVATIVE PATTERNS OF CRANIOMETRIC COVARIANCE AND THEIR ONTOGENIC BASIS IN THE NEOTROPICAL GENUS ZYGODONTOMYS,EVOLUTION,1990,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10874,"ZENG, ZB; HOULE, D; COCKERHAM, CC",HOW INFORMATIVE IS WRIGHT ESTIMATOR OF THE NUMBER OF GENES AFFECTING A QUANTITATIVE CHARACTER,GENETICS,1990,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10875,"NIJHOUT, HF; WRAY, GA; GILBERT, LE","AN ANALYSIS OF THE PHENOTYPIC EFFECTS OF CERTAIN COLOR PATTERN GENES IN HELICONIUS (LEPIDOPTERA, NYMPHALIDAE)",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,1990,,,,,,,,,,,,,,,,,,,,,,,,no.data,qualitative,KT,,,,,
10876,"LANDE, R; THOMPSON, R",EFFICIENCY OF MARKER-ASSISTED SELECTION IN THE IMPROVEMENT OF QUANTITATIVE TRAITS,GENETICS,1990,,,,,,,,,,,,,,,,,,,,,,,,no.data,,KT,,,,,
10877,"PETERS, N",REGRESSIVE AND RECONSTRUCTIVE EVOLUTION IN CAVE FISHES - 2 MODES OF ESPECIALLY RAPID PHYLOGENETIC CHANGE,ZEITSCHRIFT FUR ZOOLOGISCHE SYSTEMATIK UND EVOLUTIONSFORSCHUNG,1990,,,,,,,,,,,,,,,,,,,,,,,,no.data,can't access,KT,,,,,
