1.000,1.000,0.000,0.100,0.000,0.000
2.000,1.000,0.000,0.100,-0.118,0.000
3.000,1.000,0.000,0.100,0.000,0.000
4.000,1.000,0.000,0.100,0.000,0.000
5.000,1.000,0.000,0.100,0.000,0.000
6.000,1.000,0.000,0.100,-0.118,0.000
7.000,1.000,0.000,0.100,0.109,0.000
8.000,1.000,0.000,0.100,0.000,0.000
9.000,1.000,0.000,0.100,0.109,0.000
10.000,1.000,0.000,0.100,-0.118,0.000
11.000,1.000,0.000,0.100,0.109,0.000
12.000,1.000,0.000,0.100,0.109,0.000
13.000,1.000,0.000,0.100,0.109,0.000
14.000,1.000,0.000,0.100,-0.009,0.000
15.000,1.000,0.000,0.100,-0.118,0.000
16.000,1.000,0.000,0.100,0.109,0.000
17.000,1.000,0.000,0.100,0.000,0.000
18.000,1.000,0.000,0.100,0.109,0.000
19.000,1.000,0.000,0.100,-0.118,0.000
20.000,1.000,0.000,0.100,0.109,0.000
21.000,1.000,0.000,0.100,-0.009,0.000
22.000,1.000,0.000,0.100,0.000,0.000
23.000,1.000,0.000,0.100,0.000,0.000
24.000,1.000,0.000,0.100,-0.118,0.000
25.000,1.000,0.000,0.100,0.109,0.000
26.000,1.000,0.000,0.100,-0.009,0.000
27.000,1.000,0.000,0.100,0.000,0.000
28.000,1.000,0.000,0.100,-0.118,0.000
29.000,1.000,0.000,0.100,-0.009,0.000
30.000,1.000,0.000,0.100,-0.043,0.000
31.000,1.000,0.000,0.100,-0.118,0.000
32.000,1.000,0.000,0.100,-0.118,0.000
33.000,1.000,0.000,0.100,-0.009,0.083
34.000,1.000,0.000,0.100,-0.118,0.083
35.000,1.000,0.000,0.100,-0.118,0.000
36.000,1.000,0.000,0.100,-0.009,0.000
37.000,1.000,0.000,0.100,0.109,0.000
38.000,1.000,0.000,0.100,-0.009,0.000
39.000,1.000,0.000,0.100,0.109,0.000
40.000,1.000,0.000,0.100,0.000,0.000
41.000,1.000,0.000,0.100,0.109,0.000
42.000,1.000,0.000,0.100,-0.009,0.000
43.000,1.000,0.000,0.100,0.109,0.000
44.000,1.000,0.000,0.100,-0.009,0.000
45.000,1.000,0.000,0.100,0.000,0.000
46.000,1.000,0.000,0.100,-0.009,0.000
