1.0000000000,1.0000000000,0.0000000000,0.1000000000,0.0001309261,0.0005045900
2.0000000000,1.0000000000,0.0000000000,0.1000000000,0.0016256987,0.0009188136
3.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0009684726,-0.0003815478
4.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0000867028,-0.0016263061
5.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0007746096,0.0015393641
6.0000000000,1.0000000000,0.0000000000,0.1000000000,0.0013936856,-0.0016477972
7.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0004955594,-0.0002808380
8.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0003985525,0.0002930617
9.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0030011059,-0.0009090598
10.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0008980532,0.0002228539
11.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0004130323,0.0013097731
12.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0021926812,-0.0005508139
13.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0006340532,0.0004801346
14.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0008052161,0.0017286018
15.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0011915878,0.0010916468
16.0000000000,1.0000000000,0.0000000000,0.1000000000,0.0003570647,-0.0014931451
17.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0011648936,-0.0011019279
18.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0009974487,-0.0006469867
19.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0002334667,-0.0013902217
20.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0015787011,-0.0005604113
21.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0013071223,0.0010224187
22.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0006446781,-0.0006305436
23.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0009529560,-0.0018852922
24.0000000000,1.0000000000,0.0000000000,0.1000000000,-0.0032600337,-0.0015442670
