[0.1 0. ],[-0.1  0. ],1,0,0.0012706286375725763,0.1,divergent
[0.1 0. ],[-0.1  0. ],2,0,0.0011615409205380377,0.1,divergent
[0.1 0. ],[-0.1  0. ],3,0,0.0011509570032656605,0.1,divergent
[0.1 0. ],[-0.1  0. ],4,0,0.001305496936469747,0.1,divergent
[0.1 0. ],[-0.1  0. ],5,0,0.0012896276182338988,0.1,divergent
[0.1 0. ],[-0.1  0. ],6,0,0.0011657989673809926,0.1,divergent
[0.1 0. ],[-0.1  0. ],7,0,0.0012559119966239016,0.1,divergent
[0.1 0. ],[-0.1  0. ],8,0,0.0011010282092175673,0.1,divergent
[0.1 0. ],[-0.1  0. ],9,0,0.0011631570872157,0.1,divergent
[0.1 0. ],[-0.1  0. ],10,0,0.0013560603761427956,0.1,divergent
[0.175 0.   ],[-0.175  0.   ],1,0,0.0012627881581724798,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],2,0,0.0011577512531837364,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],3,0,0.0011065068661571106,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],4,0,0.0013468168052114373,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],5,0,0.0012713731037204661,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],6,0,0.0011964389213715483,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],7,0,0.0011791406800357599,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],8,0,0.001090692257364806,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],9,0,0.001215594582409299,0.175,divergent
[0.175 0.   ],[-0.175  0.   ],10,0,0.0013333117363462754,0.175,divergent
[0.25 0.  ],[-0.25  0.  ],1,0,0.0011266380628599999,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],2,0,0.0013471304639340372,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],3,0,0.0012572244600185878,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],4,0,0.0012548129333183036,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],5,0,0.0012082995723935162,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],6,0,0.0012422580950059157,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],7,0,0.0012306376307743465,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],8,0,0.0012743844916551456,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],9,0,0.0012151898128704,0.24999999999999997,divergent
[0.25 0.  ],[-0.25  0.  ],10,0,0.001257270671848602,0.24999999999999997,divergent
[0.325 0.   ],[-0.325  0.   ],1,0,0.0012513623053157501,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],2,0,0.001197274684181965,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],3,0,0.001164677844583809,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],4,0,0.0011124501617560236,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],5,0,0.0011594994330463638,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],6,0,0.0010784475138760526,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],7,0,0.0011945345630022417,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],8,0,0.0011157344962706478,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],9,0,0.0011382308131128362,0.32499999999999996,divergent
[0.325 0.   ],[-0.325  0.   ],10,0,0.001127483415584322,0.32499999999999996,divergent
[0.4 0. ],[-0.4  0. ],1,0,0.0011833409510583258,0.3999999999999999,divergent
