StudyID,TraitNo,Cross_ID,Sex,parents_different_stats,max_SD_diff,min_SD_diff,parents_different_stats_and_SD
Pelabon_2004,9,A,NA,TRUE,4.345265622874317,3.621054685728598,TRUE
Pelabon_2004,10,A,NA,TRUE,4.107919181288746,2.73861278752583,TRUE
Pelabon_2004,11,A,NA,TRUE,5.8707743756294475,3.7740692414760733,TRUE
Svensson_2017,1,A,F,TRUE,Inf,15.75,TRUE
Piche_2008,1,A,NA,TRUE,0.75,0.46875,TRUE
Piche_2008,1,B,NA,FALSE,0.04545454545454529,0.03124999999999989,FALSE
Piche_2008,2,A,NA,TRUE,0.7777777777777779,0.6363636363636365,TRUE
Piche_2008,2,B,NA,FALSE,0.1111111111111117,0.09090909090909138,FALSE
Piche_2008,3,A,NA,FALSE,0.2812888445557537,0.21070640557209555,FALSE
Piche_2008,3,B,NA,TRUE,0.5253887449625594,0.2739183272437242,TRUE
Stacy_2016,1,A,NA,FALSE,1.514492753623189,1.1297297297297302,TRUE
Stacy_2016,2,A,NA,FALSE,0.16091954022988522,0.07070707070707076,FALSE
Stacy_2016,3,A,NA,FALSE,1.0526315789473693,0.786516853932585,TRUE
Stacy_2016,4,A,NA,FALSE,1.1842576028622538,0.8411689961880557,TRUE
Stacy_2016,5,A,NA,FALSE,1.3571428571428574,1.1343283582089554,TRUE
Stacy_2016,6,A,NA,FALSE,6.972602739726026,1.364611260053619,TRUE
Stacy_2016,7,A,NA,TRUE,23.4625,6.298657718120806,TRUE
Stacy_2016,8,A,NA,TRUE,3.587412587412587,2.2401746724890823,TRUE
Stacy_2016,9,A,NA,TRUE,16.77906976744186,5.045454545454545,TRUE
Volis_2016,1,C,NA,TRUE,1.8436152690858176,0.7172415396160227,TRUE
Volis_2016,1,E,NA,FALSE,0.19721489107301007,0.11501629492945857,FALSE
Volis_2016,1,F,NA,TRUE,3.439608472320344,2.212298435283134,TRUE
Volis_2016,1,A,NA,TRUE,1.5479745597661274,1.0326170400908832,TRUE
Volis_2016,1,B,NA,TRUE,3.8429309636465385,2.324465037321881,TRUE
Volis_2016,1,D,NA,TRUE,3.596144955920348,3.260784939208895,TRUE
Volis_2016,2,C,NA,TRUE,10.933504512636851,2.0877251985487546,TRUE
Volis_2016,2,E,NA,FALSE,1.099628432593883,0.4124209856995025,TRUE
Volis_2016,2,F,NA,TRUE,18.00544367185259,2.895952036605283,TRUE
Volis_2016,2,A,NA,TRUE,13.093370529192164,6.666081322650319,TRUE
Volis_2016,2,B,NA,TRUE,5.025111819104982,4.232717882251928,TRUE
Volis_2016,2,D,NA,TRUE,20.56965148097331,8.821037646235583,TRUE
Nygren_2006,1,A,F,FALSE,0.9333335293333668,0.34146342920880496,FALSE
Nygren_2006,1,B,F,FALSE,41.500028175018315,0.6434108618412354,TRUE
Nygren_2006,2,A,F,TRUE,3.451612929916753,2.8157894999999997,TRUE
Nygren_2006,2,C,F,FALSE,1.866666585969867,0.7999999643766428,TRUE
Nygren_2006,2,D,F,FALSE,1.3333333775111111,0.31358590011495663,TRUE
Nygren_2006,2,E,F,TRUE,2.351894167369933,1.9565217361105876,TRUE
Holtmeier_2001,1,A,NA,TRUE,2.7500000000000004,2.7500000000000004,TRUE
Holtmeier_2001,1,B,NA,TRUE,1.7500000000000004,1.7500000000000004,TRUE
Holtmeier_2001,2,A,NA,TRUE,44.500004226250326,5.9333334192,TRUE
Holtmeier_2001,2,B,NA,TRUE,2.384615345828402,2.0666666038,TRUE
Keese_1996,1,A,NA,TRUE,6.985454619684118,4.490649398368362,TRUE
Keese_1996,2,A,NA,TRUE,0.5965587590013046,0.5057275238831301,TRUE
Keese_1996,3,A,NA,TRUE,4.511407611185228,1.5972931444369514,TRUE
Orr_1994,1,A,NA,TRUE,2.60959970213112,2.1897583324540952,TRUE
Orr_1994,2,A,NA,TRUE,4.412518145764068,4.197928746692986,TRUE
Orr_1994,3,A,NA,TRUE,4.751625276503769,3.1191591198994066,TRUE
Ruhsam_2011,1,A,NA,TRUE,6.61396155820233,4.151128329898796,TRUE
Ruhsam_2011,2,A,NA,TRUE,7.383200837111088,4.842323865513793,TRUE
Ruhsam_2011,3,A,NA,TRUE,4.27322336444939,1.7849446093509895,TRUE
Ruhsam_2011,4,A,NA,TRUE,3.1438941341058757,1.9146767495801988,TRUE
Ruhsam_2011,5,A,NA,TRUE,4.881171356997341,3.068156603110221,TRUE
Ruhsam_2011,6,A,NA,TRUE,3.227452759720381,1.9973247877064417,TRUE
Ruhsam_2011,7,A,NA,TRUE,Inf,6.15397155169649,TRUE
Ruhsam_2011,8,A,NA,TRUE,Inf,3.7835976431459932,TRUE
Ruhsam_2011,9,A,NA,TRUE,19.089949635715328,3.3464482414957093,TRUE
Ruhsam_2011,10,A,NA,TRUE,14.267676767676768,6.405895691609977,TRUE
Ruhsam_2011,11,A,NA,TRUE,1.3679092382495948,0.8525252525252525,TRUE
Brothers_2013,1,A,NA,FALSE,1.253453609469376,0.3065994076578895,TRUE
Brothers_2013,2,A,NA,TRUE,8.506213104678249,3.909535175831432,TRUE
Brothers_2013,3,A,NA,TRUE,6.277460977714322,3.4210117733392496,TRUE
Brothers_2013,4,A,NA,TRUE,Inf,3.36666881116219,TRUE
Brothers_2013,5,A,NA,TRUE,19.468268429426093,18.510556589732694,TRUE
Brothers_2013,6,A,NA,TRUE,17.19738352191984,13.705793346849378,TRUE
Brothers_2013,7,A,NA,TRUE,35.80726369514059,34.47258325887098,TRUE
Brothers_2013,8,A,NA,TRUE,10.225288868017486,7.809693373413242,TRUE
Brothers_2013,9,A,NA,TRUE,3.9896249928751764,0.9588859365911616,TRUE
Brothers_2013,10,A,NA,FALSE,2.479446942940524,0.5183509716082029,TRUE
Brothers_2013,11,A,NA,TRUE,19.733032138673046,6.372079073923736,TRUE
Merot_2015,1,A,NA,TRUE,4.638860565730881,3.4428195239604387,TRUE
Merot_2015,2,A,M,TRUE,8.259417551314383,1.2058720282682973,TRUE
Merot_2015,3,A,M,TRUE,1.8467082210434218,0.8892992992240241,TRUE
Merot_2015,4,A,M,FALSE,0.38470186865115524,0.3789919834480626,FALSE
Merot_2015,5,A,F,FALSE,0.010698953932389082,0.009898532102296013,FALSE
Merot_2015,6,A,F,TRUE,1.5641282954163997,1.2276034349580396,TRUE
Merot_2015,7,A,F,TRUE,2.315142191345147,0.8055426352556654,TRUE
Merot_2015,8,A,NA,TRUE,33.578567153522265,1.0787958482551283,TRUE
Merot_2015,9,A,NA,FALSE,1.1541702047518827,0.4200279200970591,TRUE
Merot_2015,10,A,NA,TRUE,5.787630478392439,0.8510872336914947,TRUE
Merot_2015,11,A,NA,FALSE,0.11402654840407053,0.07492454288567152,FALSE
Merot_2015,12,A,NA,TRUE,2.282860926550076,1.3802380044191984,TRUE
Merot_2015,13,A,NA,FALSE,0.7863132519630625,0.33575331309519246,FALSE
Merot_2015,14,A,NA,FALSE,0.8380533271255641,0.38023341169512104,FALSE
Merot_2015,15,A,NA,FALSE,0.3494703888220923,0.2341240263361694,FALSE
Merot_2015,16,A,NA,FALSE,0.0154655781292054,0.008308440872052215,FALSE
Merot_2015,17,A,NA,FALSE,0.2961900018998972,0.2847420646398229,FALSE
Merot_2015,18,A,NA,TRUE,3.6968085279762413,2.336831656574579,TRUE
Merot_2015,19,A,NA,TRUE,1.8018491561934744,1.5205374478655957,TRUE
Merot_2015,20,A,NA,TRUE,2.318136223853038,1.2646813124219272,TRUE
Mirzaie-Nodoushan_1999,1,A,NA,TRUE,18.612556839879993,13.483521175188297,TRUE
Mirzaie-Nodoushan_1999,2,A,NA,TRUE,4.801563079556201,3.438190322737196,TRUE
Lehmann_2016,1,A,F,TRUE,1.900657797893783,0.506842064007817,TRUE
Lehmann_2016,1,A,M,TRUE,1.4563108014292265,0.701186720485183,TRUE
Lehmann_2016,2,A,NA,TRUE,1.0145640826373548,0.6012231295748882,TRUE
Keena_2007,8,A,F,FALSE,0.4286204165281484,0.29113839610891257,FALSE
Laugen_2002,1,A,NA,TRUE,0.9423076923076923,0.9423076923076923,TRUE
Laugen_2002,2,A,NA,TRUE,6.375000915625141,3.1875004578125705,TRUE
Laugen_2002,3,A,NA,TRUE,4.99998183337572,2.999967300313916,TRUE
Wilson_2009,1,A,NA,TRUE,7.288003534124799,5.700625175433579,TRUE
Wilson_2009,2,A,NA,TRUE,3.5552290376262015,2.8709515779948154,TRUE
Wilson_2009,3,A,NA,TRUE,2.5192900260748408,1.1510097251732823,TRUE
Wilson_2009,4,A,NA,TRUE,2.7768857602403334,1.1115588309993933,TRUE
Wilson_2009,5,A,NA,TRUE,4.618289426560658,1.1699632479926667,TRUE
Wilson_2009,6,A,NA,TRUE,5.301535438045125,2.8695097569850168,TRUE
Wilson_2009,7,A,NA,TRUE,3.7849233577276573,3.2049134563801935,TRUE
Wilson_2009,8,A,NA,TRUE,13.540263098891467,6.274779619592512,TRUE
Wilson_2009,9,A,NA,TRUE,14.106910144344603,10.325062050734447,TRUE
Soto_2010,1,A,NA,TRUE,0.42238069575889464,0.4119252535466944,TRUE
Soto_2010,1.5,B,NA,FALSE,0.1950961960406115,0.19098844765662365,FALSE
Soto_2010,2,A,NA,FALSE,0.04897606139440223,0.046707199651484885,FALSE
Soto_2010,2.5,B,NA,TRUE,0.705680526400883,0.6731334817549915,TRUE
Soto_2010,3,A,NA,FALSE,0.011687182239244906,0.009849370823893772,FALSE
Soto_2010,3.5,B,NA,TRUE,1.4753507737385572,0.8575455717290884,TRUE
Soto_2010,4,A,NA,FALSE,0.4803090465126432,0.4250738995950136,FALSE
Soto_2010,4.5,B,NA,TRUE,0.8098790542265893,0.6810465037409925,TRUE
Soto_2010,5,A,NA,FALSE,0.2597151548112967,0.15247753778372794,FALSE
